Consumption (kwh), Start, End
0.727000, 2025-12-13T12:30:00+00:00, 2025-12-13T13:00:00+00:00
0.626000, 2025-12-13T13:00:00+00:00, 2025-12-13T13:30:00+00:00
0.593000, 2025-12-13T13:30:00+00:00, 2025-12-13T14:00:00+00:00
0.410000, 2025-12-13T14:00:00+00:00, 2025-12-13T14:30:00+00:00
0.405000, 2025-12-13T14:30:00+00:00, 2025-12-13T15:00:00+00:00
0.378000, 2025-12-13T15:00:00+00:00, 2025-12-13T15:30:00+00:00
0.382000, 2025-12-13T15:30:00+00:00, 2025-12-13T16:00:00+00:00
0.482000, 2025-12-13T16:00:00+00:00, 2025-12-13T16:30:00+00:00
0.358000, 2025-12-13T16:30:00+00:00, 2025-12-13T17:00:00+00:00
0.338000, 2025-12-13T17:00:00+00:00, 2025-12-13T17:30:00+00:00
0.332000, 2025-12-13T17:30:00+00:00, 2025-12-13T18:00:00+00:00
0.357000, 2025-12-13T18:00:00+00:00, 2025-12-13T18:30:00+00:00
0.350000, 2025-12-13T18:30:00+00:00, 2025-12-13T19:00:00+00:00
0.343000, 2025-12-13T19:00:00+00:00, 2025-12-13T19:30:00+00:00
0.362000, 2025-12-13T19:30:00+00:00, 2025-12-13T20:00:00+00:00
0.371000, 2025-12-13T20:00:00+00:00, 2025-12-13T20:30:00+00:00
0.353000, 2025-12-13T20:30:00+00:00, 2025-12-13T21:00:00+00:00
0.361000, 2025-12-13T21:00:00+00:00, 2025-12-13T21:30:00+00:00
0.353000, 2025-12-13T21:30:00+00:00, 2025-12-13T22:00:00+00:00
0.354000, 2025-12-13T22:00:00+00:00, 2025-12-13T22:30:00+00:00
0.353000, 2025-12-13T22:30:00+00:00, 2025-12-13T23:00:00+00:00
0.345000, 2025-12-13T23:00:00+00:00, 2025-12-13T23:30:00+00:00
0.871000, 2025-12-13T23:30:00+00:00, 2025-12-14T00:00:00+00:00
1.011000, 2025-12-14T00:00:00+00:00, 2025-12-14T00:30:00+00:00
1.013000, 2025-12-14T00:30:00+00:00, 2025-12-14T01:00:00+00:00
1.056000, 2025-12-14T01:00:00+00:00, 2025-12-14T01:30:00+00:00
1.106000, 2025-12-14T01:30:00+00:00, 2025-12-14T02:00:00+00:00
1.025000, 2025-12-14T02:00:00+00:00, 2025-12-14T02:30:00+00:00
0.939000, 2025-12-14T02:30:00+00:00, 2025-12-14T03:00:00+00:00
1.016000, 2025-12-14T03:00:00+00:00, 2025-12-14T03:30:00+00:00
1.003000, 2025-12-14T03:30:00+00:00, 2025-12-14T04:00:00+00:00
1.112000, 2025-12-14T04:00:00+00:00, 2025-12-14T04:30:00+00:00
1.125000, 2025-12-14T04:30:00+00:00, 2025-12-14T05:00:00+00:00
1.024000, 2025-12-14T05:00:00+00:00, 2025-12-14T05:30:00+00:00
0.902000, 2025-12-14T05:30:00+00:00, 2025-12-14T06:00:00+00:00
0.884000, 2025-12-14T06:00:00+00:00, 2025-12-14T06:30:00+00:00
0.613000, 2025-12-14T06:30:00+00:00, 2025-12-14T07:00:00+00:00
0.615000, 2025-12-14T07:00:00+00:00, 2025-12-14T07:30:00+00:00
0.599000, 2025-12-14T07:30:00+00:00, 2025-12-14T08:00:00+00:00
0.558000, 2025-12-14T08:00:00+00:00, 2025-12-14T08:30:00+00:00
0.560000, 2025-12-14T08:30:00+00:00, 2025-12-14T09:00:00+00:00
0.618000, 2025-12-14T09:00:00+00:00, 2025-12-14T09:30:00+00:00
0.582000, 2025-12-14T09:30:00+00:00, 2025-12-14T10:00:00+00:00
0.591000, 2025-12-14T10:00:00+00:00, 2025-12-14T10:30:00+00:00
0.602000, 2025-12-14T10:30:00+00:00, 2025-12-14T11:00:00+00:00
0.557000, 2025-12-14T11:00:00+00:00, 2025-12-14T11:30:00+00:00
0.562000, 2025-12-14T11:30:00+00:00, 2025-12-14T12:00:00+00:00
1.087000, 2025-12-14T12:00:00+00:00, 2025-12-14T12:30:00+00:00
0.739000, 2025-12-14T12:30:00+00:00, 2025-12-14T13:00:00+00:00
0.424000, 2025-12-14T13:00:00+00:00, 2025-12-14T13:30:00+00:00
0.414000, 2025-12-14T13:30:00+00:00, 2025-12-14T14:00:00+00:00
0.407000, 2025-12-14T14:00:00+00:00, 2025-12-14T14:30:00+00:00
0.387000, 2025-12-14T14:30:00+00:00, 2025-12-14T15:00:00+00:00
0.415000, 2025-12-14T15:00:00+00:00, 2025-12-14T15:30:00+00:00
0.406000, 2025-12-14T15:30:00+00:00, 2025-12-14T16:00:00+00:00
0.393000, 2025-12-14T16:00:00+00:00, 2025-12-14T16:30:00+00:00
0.418000, 2025-12-14T16:30:00+00:00, 2025-12-14T17:00:00+00:00
0.413000, 2025-12-14T17:00:00+00:00, 2025-12-14T17:30:00+00:00
0.374000, 2025-12-14T17:30:00+00:00, 2025-12-14T18:00:00+00:00
0.389000, 2025-12-14T18:00:00+00:00, 2025-12-14T18:30:00+00:00
0.386000, 2025-12-14T18:30:00+00:00, 2025-12-14T19:00:00+00:00
0.375000, 2025-12-14T19:00:00+00:00, 2025-12-14T19:30:00+00:00
0.392000, 2025-12-14T19:30:00+00:00, 2025-12-14T20:00:00+00:00
0.406000, 2025-12-14T20:00:00+00:00, 2025-12-14T20:30:00+00:00
0.389000, 2025-12-14T20:30:00+00:00, 2025-12-14T21:00:00+00:00
0.488000, 2025-12-14T21:00:00+00:00, 2025-12-14T21:30:00+00:00
0.497000, 2025-12-14T21:30:00+00:00, 2025-12-14T22:00:00+00:00
0.802000, 2025-12-14T22:00:00+00:00, 2025-12-14T22:30:00+00:00
0.821000, 2025-12-14T22:30:00+00:00, 2025-12-14T23:00:00+00:00
0.804000, 2025-12-14T23:00:00+00:00, 2025-12-14T23:30:00+00:00
0.772000, 2025-12-14T23:30:00+00:00, 2025-12-15T00:00:00+00:00
0.781000, 2025-12-15T00:00:00+00:00, 2025-12-15T00:30:00+00:00
0.786000, 2025-12-15T00:30:00+00:00, 2025-12-15T01:00:00+00:00
0.811000, 2025-12-15T01:00:00+00:00, 2025-12-15T01:30:00+00:00
0.798000, 2025-12-15T01:30:00+00:00, 2025-12-15T02:00:00+00:00
0.704000, 2025-12-15T02:00:00+00:00, 2025-12-15T02:30:00+00:00
0.751000, 2025-12-15T02:30:00+00:00, 2025-12-15T03:00:00+00:00
0.697000, 2025-12-15T03:00:00+00:00, 2025-12-15T03:30:00+00:00
0.752000, 2025-12-15T03:30:00+00:00, 2025-12-15T04:00:00+00:00
0.825000, 2025-12-15T04:00:00+00:00, 2025-12-15T04:30:00+00:00
0.826000, 2025-12-15T04:30:00+00:00, 2025-12-15T05:00:00+00:00
1.080000, 2025-12-15T05:00:00+00:00, 2025-12-15T05:30:00+00:00
0.665000, 2025-12-15T05:30:00+00:00, 2025-12-15T06:00:00+00:00
1.139000, 2025-12-15T06:00:00+00:00, 2025-12-15T06:30:00+00:00
0.594000, 2025-12-15T06:30:00+00:00, 2025-12-15T07:00:00+00:00
0.528000, 2025-12-15T07:00:00+00:00, 2025-12-15T07:30:00+00:00
0.521000, 2025-12-15T07:30:00+00:00, 2025-12-15T08:00:00+00:00
0.349000, 2025-12-15T08:00:00+00:00, 2025-12-15T08:30:00+00:00
0.367000, 2025-12-15T08:30:00+00:00, 2025-12-15T09:00:00+00:00
0.394000, 2025-12-15T09:00:00+00:00, 2025-12-15T09:30:00+00:00
0.490000, 2025-12-15T09:30:00+00:00, 2025-12-15T10:00:00+00:00
0.530000, 2025-12-15T10:00:00+00:00, 2025-12-15T10:30:00+00:00
0.581000, 2025-12-15T10:30:00+00:00, 2025-12-15T11:00:00+00:00
0.628000, 2025-12-15T11:00:00+00:00, 2025-12-15T11:30:00+00:00
0.583000, 2025-12-15T11:30:00+00:00, 2025-12-15T12:00:00+00:00
0.675000, 2025-12-15T12:00:00+00:00, 2025-12-15T12:30:00+00:00
0.611000, 2025-12-15T12:30:00+00:00, 2025-12-15T13:00:00+00:00
0.612000, 2025-12-15T13:00:00+00:00, 2025-12-15T13:30:00+00:00
0.595000, 2025-12-15T13:30:00+00:00, 2025-12-15T14:00:00+00:00
0.903000, 2025-12-15T14:00:00+00:00, 2025-12-15T14:30:00+00:00
0.725000, 2025-12-15T14:30:00+00:00, 2025-12-15T15:00:00+00:00
0.720000, 2025-12-15T15:00:00+00:00, 2025-12-15T15:30:00+00:00
0.641000, 2025-12-15T15:30:00+00:00, 2025-12-15T16:00:00+00:00
0.681000, 2025-12-15T16:00:00+00:00, 2025-12-15T16:30:00+00:00
1.641000, 2025-12-15T16:30:00+00:00, 2025-12-15T17:00:00+00:00
1.003000, 2025-12-15T17:00:00+00:00, 2025-12-15T17:30:00+00:00
0.755000, 2025-12-15T17:30:00+00:00, 2025-12-15T18:00:00+00:00
0.753000, 2025-12-15T18:00:00+00:00, 2025-12-15T18:30:00+00:00
0.699000, 2025-12-15T18:30:00+00:00, 2025-12-15T19:00:00+00:00
0.869000, 2025-12-15T19:00:00+00:00, 2025-12-15T19:30:00+00:00
0.535000, 2025-12-15T19:30:00+00:00, 2025-12-15T20:00:00+00:00
0.602000, 2025-12-15T20:00:00+00:00, 2025-12-15T20:30:00+00:00
0.714000, 2025-12-15T20:30:00+00:00, 2025-12-15T21:00:00+00:00
0.645000, 2025-12-15T21:00:00+00:00, 2025-12-15T21:30:00+00:00
0.505000, 2025-12-15T21:30:00+00:00, 2025-12-15T22:00:00+00:00
0.528000, 2025-12-15T22:00:00+00:00, 2025-12-15T22:30:00+00:00
0.495000, 2025-12-15T22:30:00+00:00, 2025-12-15T23:00:00+00:00
1.054000, 2025-12-15T23:00:00+00:00, 2025-12-15T23:30:00+00:00
0.882000, 2025-12-15T23:30:00+00:00, 2025-12-16T00:00:00+00:00
4.151000, 2025-12-16T00:00:00+00:00, 2025-12-16T00:30:00+00:00
3.689000, 2025-12-16T00:30:00+00:00, 2025-12-16T01:00:00+00:00
2.372000, 2025-12-16T01:00:00+00:00, 2025-12-16T01:30:00+00:00
2.336000, 2025-12-16T01:30:00+00:00, 2025-12-16T02:00:00+00:00
2.604000, 2025-12-16T02:00:00+00:00, 2025-12-16T02:30:00+00:00
0.377000, 2025-12-16T02:30:00+00:00, 2025-12-16T03:00:00+00:00
3.613000, 2025-12-16T03:00:00+00:00, 2025-12-16T03:30:00+00:00
3.586000, 2025-12-16T03:30:00+00:00, 2025-12-16T04:00:00+00:00
3.637000, 2025-12-16T04:00:00+00:00, 2025-12-16T04:30:00+00:00
3.626000, 2025-12-16T04:30:00+00:00, 2025-12-16T05:00:00+00:00
3.598000, 2025-12-16T05:00:00+00:00, 2025-12-16T05:30:00+00:00
2.780000, 2025-12-16T05:30:00+00:00, 2025-12-16T06:00:00+00:00
1.127000, 2025-12-16T06:00:00+00:00, 2025-12-16T06:30:00+00:00
0.618000, 2025-12-16T06:30:00+00:00, 2025-12-16T07:00:00+00:00
0.402000, 2025-12-16T07:00:00+00:00, 2025-12-16T07:30:00+00:00
0.353000, 2025-12-16T07:30:00+00:00, 2025-12-16T08:00:00+00:00
0.334000, 2025-12-16T08:00:00+00:00, 2025-12-16T08:30:00+00:00
0.572000, 2025-12-16T08:30:00+00:00, 2025-12-16T09:00:00+00:00
0.564000, 2025-12-16T09:00:00+00:00, 2025-12-16T09:30:00+00:00
0.597000, 2025-12-16T09:30:00+00:00, 2025-12-16T10:00:00+00:00
0.538000, 2025-12-16T10:00:00+00:00, 2025-12-16T10:30:00+00:00
0.595000, 2025-12-16T10:30:00+00:00, 2025-12-16T11:00:00+00:00
0.606000, 2025-12-16T11:00:00+00:00, 2025-12-16T11:30:00+00:00
0.586000, 2025-12-16T11:30:00+00:00, 2025-12-16T12:00:00+00:00
0.584000, 2025-12-16T12:00:00+00:00, 2025-12-16T12:30:00+00:00
0.686000, 2025-12-16T12:30:00+00:00, 2025-12-16T13:00:00+00:00
0.584000, 2025-12-16T13:00:00+00:00, 2025-12-16T13:30:00+00:00
0.669000, 2025-12-16T13:30:00+00:00, 2025-12-16T14:00:00+00:00
0.608000, 2025-12-16T14:00:00+00:00, 2025-12-16T14:30:00+00:00
0.652000, 2025-12-16T14:30:00+00:00, 2025-12-16T15:00:00+00:00
0.642000, 2025-12-16T15:00:00+00:00, 2025-12-16T15:30:00+00:00
0.649000, 2025-12-16T15:30:00+00:00, 2025-12-16T16:00:00+00:00
0.658000, 2025-12-16T16:00:00+00:00, 2025-12-16T16:30:00+00:00
0.683000, 2025-12-16T16:30:00+00:00, 2025-12-16T17:00:00+00:00
0.736000, 2025-12-16T17:00:00+00:00, 2025-12-16T17:30:00+00:00
0.769000, 2025-12-16T17:30:00+00:00, 2025-12-16T18:00:00+00:00
1.015000, 2025-12-16T18:00:00+00:00, 2025-12-16T18:30:00+00:00
1.449000, 2025-12-16T18:30:00+00:00, 2025-12-16T19:00:00+00:00
1.261000, 2025-12-16T19:00:00+00:00, 2025-12-16T19:30:00+00:00
0.550000, 2025-12-16T19:30:00+00:00, 2025-12-16T20:00:00+00:00
0.594000, 2025-12-16T20:00:00+00:00, 2025-12-16T20:30:00+00:00
0.636000, 2025-12-16T20:30:00+00:00, 2025-12-16T21:00:00+00:00
0.699000, 2025-12-16T21:00:00+00:00, 2025-12-16T21:30:00+00:00
0.681000, 2025-12-16T21:30:00+00:00, 2025-12-16T22:00:00+00:00
0.773000, 2025-12-16T22:00:00+00:00, 2025-12-16T22:30:00+00:00
0.755000, 2025-12-16T22:30:00+00:00, 2025-12-16T23:00:00+00:00
0.732000, 2025-12-16T23:00:00+00:00, 2025-12-16T23:30:00+00:00
0.755000, 2025-12-16T23:30:00+00:00, 2025-12-17T00:00:00+00:00
0.826000, 2025-12-17T00:00:00+00:00, 2025-12-17T00:30:00+00:00
0.857000, 2025-12-17T00:30:00+00:00, 2025-12-17T01:00:00+00:00
0.763000, 2025-12-17T01:00:00+00:00, 2025-12-17T01:30:00+00:00
0.690000, 2025-12-17T01:30:00+00:00, 2025-12-17T02:00:00+00:00
0.633000, 2025-12-17T02:00:00+00:00, 2025-12-17T02:30:00+00:00
0.582000, 2025-12-17T02:30:00+00:00, 2025-12-17T03:00:00+00:00
0.606000, 2025-12-17T03:00:00+00:00, 2025-12-17T03:30:00+00:00
0.984000, 2025-12-17T03:30:00+00:00, 2025-12-17T04:00:00+00:00
0.663000, 2025-12-17T04:00:00+00:00, 2025-12-17T04:30:00+00:00
0.552000, 2025-12-17T04:30:00+00:00, 2025-12-17T05:00:00+00:00
0.939000, 2025-12-17T05:00:00+00:00, 2025-12-17T05:30:00+00:00
0.605000, 2025-12-17T05:30:00+00:00, 2025-12-17T06:00:00+00:00
0.524000, 2025-12-17T06:00:00+00:00, 2025-12-17T06:30:00+00:00
0.522000, 2025-12-17T06:30:00+00:00, 2025-12-17T07:00:00+00:00
0.499000, 2025-12-17T07:00:00+00:00, 2025-12-17T07:30:00+00:00
0.444000, 2025-12-17T07:30:00+00:00, 2025-12-17T08:00:00+00:00
0.365000, 2025-12-17T08:00:00+00:00, 2025-12-17T08:30:00+00:00
0.729000, 2025-12-17T08:30:00+00:00, 2025-12-17T09:00:00+00:00
0.862000, 2025-12-17T09:00:00+00:00, 2025-12-17T09:30:00+00:00
0.785000, 2025-12-17T09:30:00+00:00, 2025-12-17T10:00:00+00:00
0.510000, 2025-12-17T10:00:00+00:00, 2025-12-17T10:30:00+00:00
0.469000, 2025-12-17T10:30:00+00:00, 2025-12-17T11:00:00+00:00
0.565000, 2025-12-17T11:00:00+00:00, 2025-12-17T11:30:00+00:00
0.594000, 2025-12-17T11:30:00+00:00, 2025-12-17T12:00:00+00:00
0.662000, 2025-12-17T12:00:00+00:00, 2025-12-17T12:30:00+00:00
0.538000, 2025-12-17T12:30:00+00:00, 2025-12-17T13:00:00+00:00
0.582000, 2025-12-17T13:00:00+00:00, 2025-12-17T13:30:00+00:00
0.615000, 2025-12-17T13:30:00+00:00, 2025-12-17T14:00:00+00:00
0.616000, 2025-12-17T14:00:00+00:00, 2025-12-17T14:30:00+00:00
0.636000, 2025-12-17T14:30:00+00:00, 2025-12-17T15:00:00+00:00
0.615000, 2025-12-17T15:00:00+00:00, 2025-12-17T15:30:00+00:00
0.638000, 2025-12-17T15:30:00+00:00, 2025-12-17T16:00:00+00:00
0.641000, 2025-12-17T16:00:00+00:00, 2025-12-17T16:30:00+00:00
0.680000, 2025-12-17T16:30:00+00:00, 2025-12-17T17:00:00+00:00
0.904000, 2025-12-17T17:00:00+00:00, 2025-12-17T17:30:00+00:00
0.767000, 2025-12-17T17:30:00+00:00, 2025-12-17T18:00:00+00:00
1.178000, 2025-12-17T18:00:00+00:00, 2025-12-17T18:30:00+00:00
1.297000, 2025-12-17T18:30:00+00:00, 2025-12-17T19:00:00+00:00
0.835000, 2025-12-17T19:00:00+00:00, 2025-12-17T19:30:00+00:00
0.804000, 2025-12-17T19:30:00+00:00, 2025-12-17T20:00:00+00:00
0.954000, 2025-12-17T20:00:00+00:00, 2025-12-17T20:30:00+00:00
0.980000, 2025-12-17T20:30:00+00:00, 2025-12-17T21:00:00+00:00
0.934000, 2025-12-17T21:00:00+00:00, 2025-12-17T21:30:00+00:00
0.668000, 2025-12-17T21:30:00+00:00, 2025-12-17T22:00:00+00:00
0.674000, 2025-12-17T22:00:00+00:00, 2025-12-17T22:30:00+00:00
0.648000, 2025-12-17T22:30:00+00:00, 2025-12-17T23:00:00+00:00
0.605000, 2025-12-17T23:00:00+00:00, 2025-12-17T23:30:00+00:00
0.661000, 2025-12-17T23:30:00+00:00, 2025-12-18T00:00:00+00:00
0.634000, 2025-12-18T00:00:00+00:00, 2025-12-18T00:30:00+00:00
0.842000, 2025-12-18T00:30:00+00:00, 2025-12-18T01:00:00+00:00
0.958000, 2025-12-18T01:00:00+00:00, 2025-12-18T01:30:00+00:00
0.499000, 2025-12-18T01:30:00+00:00, 2025-12-18T02:00:00+00:00
0.434000, 2025-12-18T02:00:00+00:00, 2025-12-18T02:30:00+00:00
0.849000, 2025-12-18T02:30:00+00:00, 2025-12-18T03:00:00+00:00
0.372000, 2025-12-18T03:00:00+00:00, 2025-12-18T03:30:00+00:00
0.346000, 2025-12-18T03:30:00+00:00, 2025-12-18T04:00:00+00:00
0.339000, 2025-12-18T04:00:00+00:00, 2025-12-18T04:30:00+00:00
0.352000, 2025-12-18T04:30:00+00:00, 2025-12-18T05:00:00+00:00
0.341000, 2025-12-18T05:00:00+00:00, 2025-12-18T05:30:00+00:00
0.336000, 2025-12-18T05:30:00+00:00, 2025-12-18T06:00:00+00:00
0.360000, 2025-12-18T06:00:00+00:00, 2025-12-18T06:30:00+00:00
0.339000, 2025-12-18T06:30:00+00:00, 2025-12-18T07:00:00+00:00
0.336000, 2025-12-18T07:00:00+00:00, 2025-12-18T07:30:00+00:00
0.364000, 2025-12-18T07:30:00+00:00, 2025-12-18T08:00:00+00:00
0.336000, 2025-12-18T08:00:00+00:00, 2025-12-18T08:30:00+00:00
0.534000, 2025-12-18T08:30:00+00:00, 2025-12-18T09:00:00+00:00
0.578000, 2025-12-18T09:00:00+00:00, 2025-12-18T09:30:00+00:00
0.586000, 2025-12-18T09:30:00+00:00, 2025-12-18T10:00:00+00:00
0.659000, 2025-12-18T10:00:00+00:00, 2025-12-18T10:30:00+00:00
0.660000, 2025-12-18T10:30:00+00:00, 2025-12-18T11:00:00+00:00
0.625000, 2025-12-18T11:00:00+00:00, 2025-12-18T11:30:00+00:00
0.617000, 2025-12-18T11:30:00+00:00, 2025-12-18T12:00:00+00:00
1.118000, 2025-12-18T12:00:00+00:00, 2025-12-18T12:30:00+00:00
0.588000, 2025-12-18T12:30:00+00:00, 2025-12-18T13:00:00+00:00
0.586000, 2025-12-18T13:00:00+00:00, 2025-12-18T13:30:00+00:00
0.596000, 2025-12-18T13:30:00+00:00, 2025-12-18T14:00:00+00:00
0.633000, 2025-12-18T14:00:00+00:00, 2025-12-18T14:30:00+00:00
0.640000, 2025-12-18T14:30:00+00:00, 2025-12-18T15:00:00+00:00
0.642000, 2025-12-18T15:00:00+00:00, 2025-12-18T15:30:00+00:00
0.667000, 2025-12-18T15:30:00+00:00, 2025-12-18T16:00:00+00:00
0.685000, 2025-12-18T16:00:00+00:00, 2025-12-18T16:30:00+00:00
0.686000, 2025-12-18T16:30:00+00:00, 2025-12-18T17:00:00+00:00
0.759000, 2025-12-18T17:00:00+00:00, 2025-12-18T17:30:00+00:00
0.783000, 2025-12-18T17:30:00+00:00, 2025-12-18T18:00:00+00:00
0.840000, 2025-12-18T18:00:00+00:00, 2025-12-18T18:30:00+00:00
0.722000, 2025-12-18T18:30:00+00:00, 2025-12-18T19:00:00+00:00
0.889000, 2025-12-18T19:00:00+00:00, 2025-12-18T19:30:00+00:00
1.145000, 2025-12-18T19:30:00+00:00, 2025-12-18T20:00:00+00:00
0.746000, 2025-12-18T20:00:00+00:00, 2025-12-18T20:30:00+00:00
0.767000, 2025-12-18T20:30:00+00:00, 2025-12-18T21:00:00+00:00
0.723000, 2025-12-18T21:00:00+00:00, 2025-12-18T21:30:00+00:00
0.548000, 2025-12-18T21:30:00+00:00, 2025-12-18T22:00:00+00:00
0.628000, 2025-12-18T22:00:00+00:00, 2025-12-18T22:30:00+00:00
0.669000, 2025-12-18T22:30:00+00:00, 2025-12-18T23:00:00+00:00
0.650000, 2025-12-18T23:00:00+00:00, 2025-12-18T23:30:00+00:00
0.804000, 2025-12-18T23:30:00+00:00, 2025-12-19T00:00:00+00:00
0.736000, 2025-12-19T00:00:00+00:00, 2025-12-19T00:30:00+00:00
0.758000, 2025-12-19T00:30:00+00:00, 2025-12-19T01:00:00+00:00
0.777000, 2025-12-19T01:00:00+00:00, 2025-12-19T01:30:00+00:00
0.797000, 2025-12-19T01:30:00+00:00, 2025-12-19T02:00:00+00:00
0.823000, 2025-12-19T02:00:00+00:00, 2025-12-19T02:30:00+00:00
0.870000, 2025-12-19T02:30:00+00:00, 2025-12-19T03:00:00+00:00
0.822000, 2025-12-19T03:00:00+00:00, 2025-12-19T03:30:00+00:00
0.802000, 2025-12-19T03:30:00+00:00, 2025-12-19T04:00:00+00:00
0.892000, 2025-12-19T04:00:00+00:00, 2025-12-19T04:30:00+00:00
0.981000, 2025-12-19T04:30:00+00:00, 2025-12-19T05:00:00+00:00
0.644000, 2025-12-19T05:00:00+00:00, 2025-12-19T05:30:00+00:00
0.578000, 2025-12-19T05:30:00+00:00, 2025-12-19T06:00:00+00:00
1.060000, 2025-12-19T06:00:00+00:00, 2025-12-19T06:30:00+00:00
0.580000, 2025-12-19T06:30:00+00:00, 2025-12-19T07:00:00+00:00
0.567000, 2025-12-19T07:00:00+00:00, 2025-12-19T07:30:00+00:00
0.562000, 2025-12-19T07:30:00+00:00, 2025-12-19T08:00:00+00:00
0.442000, 2025-12-19T08:00:00+00:00, 2025-12-19T08:30:00+00:00
0.324000, 2025-12-19T08:30:00+00:00, 2025-12-19T09:00:00+00:00
0.377000, 2025-12-19T09:00:00+00:00, 2025-12-19T09:30:00+00:00
0.529000, 2025-12-19T09:30:00+00:00, 2025-12-19T10:00:00+00:00
0.549000, 2025-12-19T10:00:00+00:00, 2025-12-19T10:30:00+00:00
0.544000, 2025-12-19T10:30:00+00:00, 2025-12-19T11:00:00+00:00
0.574000, 2025-12-19T11:00:00+00:00, 2025-12-19T11:30:00+00:00
0.599000, 2025-12-19T11:30:00+00:00, 2025-12-19T12:00:00+00:00
0.600000, 2025-12-19T12:00:00+00:00, 2025-12-19T12:30:00+00:00
0.618000, 2025-12-19T12:30:00+00:00, 2025-12-19T13:00:00+00:00
0.606000, 2025-12-19T13:00:00+00:00, 2025-12-19T13:30:00+00:00
0.608000, 2025-12-19T13:30:00+00:00, 2025-12-19T14:00:00+00:00
0.677000, 2025-12-19T14:00:00+00:00, 2025-12-19T14:30:00+00:00
0.713000, 2025-12-19T14:30:00+00:00, 2025-12-19T15:00:00+00:00
0.672000, 2025-12-19T15:00:00+00:00, 2025-12-19T15:30:00+00:00
0.696000, 2025-12-19T15:30:00+00:00, 2025-12-19T16:00:00+00:00
0.736000, 2025-12-19T16:00:00+00:00, 2025-12-19T16:30:00+00:00
0.691000, 2025-12-19T16:30:00+00:00, 2025-12-19T17:00:00+00:00
0.739000, 2025-12-19T17:00:00+00:00, 2025-12-19T17:30:00+00:00
0.724000, 2025-12-19T17:30:00+00:00, 2025-12-19T18:00:00+00:00
3.931000, 2025-12-19T18:00:00+00:00, 2025-12-19T18:30:00+00:00
3.381000, 2025-12-19T18:30:00+00:00, 2025-12-19T19:00:00+00:00
0.893000, 2025-12-19T19:00:00+00:00, 2025-12-19T19:30:00+00:00
0.748000, 2025-12-19T19:30:00+00:00, 2025-12-19T20:00:00+00:00
0.867000, 2025-12-19T20:00:00+00:00, 2025-12-19T20:30:00+00:00
1.842000, 2025-12-19T20:30:00+00:00, 2025-12-19T21:00:00+00:00
0.672000, 2025-12-19T21:00:00+00:00, 2025-12-19T21:30:00+00:00
1.799000, 2025-12-19T21:30:00+00:00, 2025-12-19T22:00:00+00:00
0.605000, 2025-12-19T22:00:00+00:00, 2025-12-19T22:30:00+00:00
2.957000, 2025-12-19T22:30:00+00:00, 2025-12-19T23:00:00+00:00
1.347000, 2025-12-19T23:00:00+00:00, 2025-12-19T23:30:00+00:00
0.918000, 2025-12-19T23:30:00+00:00, 2025-12-20T00:00:00+00:00
0.551000, 2025-12-20T00:00:00+00:00, 2025-12-20T00:30:00+00:00
0.509000, 2025-12-20T00:30:00+00:00, 2025-12-20T01:00:00+00:00
0.685000, 2025-12-20T01:00:00+00:00, 2025-12-20T01:30:00+00:00
0.708000, 2025-12-20T01:30:00+00:00, 2025-12-20T02:00:00+00:00
0.524000, 2025-12-20T02:00:00+00:00, 2025-12-20T02:30:00+00:00
0.495000, 2025-12-20T02:30:00+00:00, 2025-12-20T03:00:00+00:00
0.447000, 2025-12-20T03:00:00+00:00, 2025-12-20T03:30:00+00:00
0.407000, 2025-12-20T03:30:00+00:00, 2025-12-20T04:00:00+00:00
0.398000, 2025-12-20T04:00:00+00:00, 2025-12-20T04:30:00+00:00
0.346000, 2025-12-20T04:30:00+00:00, 2025-12-20T05:00:00+00:00
0.358000, 2025-12-20T05:00:00+00:00, 2025-12-20T05:30:00+00:00
0.352000, 2025-12-20T05:30:00+00:00, 2025-12-20T06:00:00+00:00
0.355000, 2025-12-20T06:00:00+00:00, 2025-12-20T06:30:00+00:00
0.343000, 2025-12-20T06:30:00+00:00, 2025-12-20T07:00:00+00:00
0.339000, 2025-12-20T07:00:00+00:00, 2025-12-20T07:30:00+00:00
0.346000, 2025-12-20T07:30:00+00:00, 2025-12-20T08:00:00+00:00
0.335000, 2025-12-20T08:00:00+00:00, 2025-12-20T08:30:00+00:00
0.324000, 2025-12-20T08:30:00+00:00, 2025-12-20T09:00:00+00:00
0.416000, 2025-12-20T09:00:00+00:00, 2025-12-20T09:30:00+00:00
0.451000, 2025-12-20T09:30:00+00:00, 2025-12-20T10:00:00+00:00
0.448000, 2025-12-20T10:00:00+00:00, 2025-12-20T10:30:00+00:00
0.434000, 2025-12-20T10:30:00+00:00, 2025-12-20T11:00:00+00:00
0.449000, 2025-12-20T11:00:00+00:00, 2025-12-20T11:30:00+00:00
0.474000, 2025-12-20T11:30:00+00:00, 2025-12-20T12:00:00+00:00
0.582000, 2025-12-20T12:00:00+00:00, 2025-12-20T12:30:00+00:00
1.122000, 2025-12-20T12:30:00+00:00, 2025-12-20T13:00:00+00:00
0.405000, 2025-12-20T13:00:00+00:00, 2025-12-20T13:30:00+00:00
0.419000, 2025-12-20T13:30:00+00:00, 2025-12-20T14:00:00+00:00
0.435000, 2025-12-20T14:00:00+00:00, 2025-12-20T14:30:00+00:00
0.388000, 2025-12-20T14:30:00+00:00, 2025-12-20T15:00:00+00:00
